Timestamp,Heart_Rate,Label
2024-01-01 00:00:00,72.48357076505616,0.0
2024-01-01 00:01:00,69.35231591607338,0.0
2024-01-01 00:02:00,73.3257167034036,0.0
2024-01-01 00:03:00,77.74605822400997,0.0
2024-01-01 00:04:00,69.00377450461073,0.0
2024-01-01 00:05:00,69.04748570606341,0.0
2024-01-01 00:06:00,78.15785952645227,0.0
2024-01-01 00:07:00,74.14258906758877,0.0
2024-01-01 00:08:00,68.00165764923514,0.0
2024-01-01 00:09:00,73.10543730758668,0.0
2024-01-01 00:10:00,68.11914865961388,0.0
2024-01-01 00:11:00,68.1511800828701,0.0
2024-01-01 00:12:00,71.7332227985343,0.0
2024-01-01 00:13:00,61.00058284042103,0.0
2024-01-01 00:14:00,61.985956727449384,0.0
2024-01-01 00:15:00,67.84265844389387,0.0
2024-01-01 00:16:00,65.63347823299291,0.0
2024-01-01 00:17:00,72.3123949576294,0.0
2024-01-01 00:18:00,66.24454826364926,0.0
2024-01-01 00:19:00,63.76664553925679,0.0
2024-01-01 00:20:00,78.19988752504044,0.0
2024-01-01 00:21:00,69.78622521436706,0.0
2024-01-01 00:22:00,71.29619335083633,0.0
2024-01-01 00:23:00,63.87823875385036,0.0
2024-01-01 00:24:00,68.32347433977824,0.0
2024-01-01 00:25:00,71.64338928181058,0.0
2024-01-01 00:26:00,65.37717608416142,0.0
2024-01-01 00:27:00,73.05398014234643,0.0
2024-01-01 00:28:00,68.21562029629199,0.0
2024-01-01 00:29:00,69.80364548312599,0.0
2024-01-01 00:30:00,68.29685762354774,0.0
2024-01-01 00:31:00,80.61003320215299,0.0
2024-01-01 00:32:00,71.32438206953198,0.0
2024-01-01 00:33:00,66.1465129576329,0.0
2024-01-01 00:34:00,75.59096424507881,0.0
2024-01-01 00:35:00,65.41716536772059,0.0
2024-01-01 00:36:00,72.60881655491339,0.0
2024-01-01 00:37:00,61.80923313109612,0.0
2024-01-01 00:38:00,65.00970806445737,0.0
2024-01-01 00:39:00,72.67796761473943,0.0
2024-01-01 00:40:00,75.42898521054403,0.0
2024-01-01 00:41:00,72.6364515217722,0.0
2024-01-01 00:42:00,71.2442926212017,0.0
2024-01-01 00:43:00,70.35990476721052,0.0
2024-01-01 00:44:00,64.5156669833166,0.0
2024-01-01 00:45:00,68.35187324512528,0.0
2024-01-01 00:46:00,69.69068063085086,0.0
2024-01-01 00:47:00,77.3222278472663,0.0
2024-01-01 00:48:00,73.79741161259496,0.0
2024-01-01 00:49:00,63.30678324140547,0.0
2024-01-01 00:50:00,73.78502731112573,0.0
2024-01-01 00:51:00,70.28177828881888,0.0
2024-01-01 00:52:00,68.8651198860704,0.0
2024-01-01 00:53:00,75.35060868839052,0.0
2024-01-01 00:54:00,77.48967856388924,0.0
2024-01-01 00:55:00,77.03349079643328,0.0
2024-01-01 00:56:00,68.22336656883023,0.0
2024-01-01 00:57:00,70.91571021771755,0.0
2024-01-01 00:58:00,74.1603602881288,0.0
2024-01-01 00:59:00,77.42399211802801,0.0
2024-01-01 01:00:00,70.19257015763162,0.0
2024-01-01 01:01:00,71.70227203800951,0.0
2024-01-01 01:02:00,67.14096753362826,0.0
2024-01-01 01:03:00,66.73363387222865,0.0
2024-01-01 01:04:00,76.81926899997403,0.0
2024-01-01 01:05:00,79.57976043336362,0.0
2024-01-01 01:06:00,72.48037679398729,0.0
2024-01-01 01:07:00,77.89990491435394,0.0
2024-01-01 01:08:00,74.73217868854456,0.0
2024-01-01 01:09:00,69.74010224892855,0.0
2024-01-01 01:10:00,74.81432503426699,0.0
2024-01-01 01:11:00,80.73911855691156,0.0
2024-01-01 01:12:00,72.91133618802851,0.0
2024-01-01 01:13:00,80.95515647194378,0.0
2024-01-01 01:14:00,60.074624842299286,0.0
2024-01-01 01:15:00,77.3242146264927,0.0
2024-01-01 01:16:00,73.69122797223655,0.0
2024-01-01 01:17:00,71.80218440343786,0.0
2024-01-01 01:18:00,73.79719077637121,0.0
2024-01-01 01:19:00,63.441644487928876,0.0
2024-01-01 01:20:00,72.32216743561725,0.0
2024-01-01 01:21:00,75.24706241141098,0.0
2024-01-01 01:22:00,80.8918765415677,0.0
2024-01-01 01:23:00,70.95189529649981,0.0
2024-01-01 01:24:00,69.54155097171974,0.0
2024-01-01 01:25:00,71.11593811848479,0.0
2024-01-01 01:26:00,78.24236925193786,0.0
2024-01-01 01:27:00,75.34967974175257,0.0
2024-01-01 01:28:00,71.09761813518978,0.0
2024-01-01 01:29:00,76.35317993958809,0.0
2024-01-01 01:30:00,74.31258203042317,0.0
2024-01-01 01:31:00,78.71069786728737,0.0
2024-01-01 01:32:00,70.39741243045516,0.0
2024-01-01 01:33:00,72.30949774075428,0.0
2024-01-01 01:34:00,72.02732310648582,0.0
2024-01-01 01:35:00,66.71026859164343,0.0
2024-01-01 01:36:00,75.54834747823588,0.0
2024-01-01 01:37:00,75.41284775503121,0.0
2024-01-01 01:38:00,74.17288576080583,0.0
2024-01-01 01:39:00,73.0140509195452,0.0
2024-01-01 01:40:00,67.14972125498844,0.0
2024-01-01 01:41:00,72.16285624637021,0.0
2024-01-01 01:42:00,72.59193693633398,0.0
2024-01-01 01:43:00,70.33346784466913,0.0
2024-01-01 01:44:00,73.5776875680807,0.0
2024-01-01 01:45:00,76.44354886230208,0.0
2024-01-01 01:46:00,83.89331830623652,0.0
2024-01-01 01:47:00,75.37428711198808,0.0
